Table_ID,Cell_ID,Cell_Label,Cell_Label_Tier1,Cell_Label_Tier2,Cell_Label_Tier3,Cell_Label_Tier4,Cell_Label_Tier5,Cell_Label_Short_Tier1,Cell_Label_Short_Tier2,Cell_Label_Short_Tier3,Cell_Label_Short_Tier4,Cell_Label_Short_Tier5,EW_Count,n_Interior_Cells
ts022,ts0220272,Other ethnic group: Other Mixed,NA,Other ethnic group: Other Mixed,Other ethnic group: Other Mixed,Other ethnic group: Other Mixed,Other ethnic group: Other Mixed,NA,Other ethnic group: Other Mixed,Other ethnic group: Other Mixed,Other ethnic group: Other Mixed,Other ethnic group: Other Mixed,14511,287
ts022,ts0220273,"Other ethnic group: Other White, White unspecified",NA,"Other ethnic group: Other White, White unspecified","Other ethnic group: Other White, White unspecified","Other ethnic group: Other White, White unspecified","Other ethnic group: Other White, White unspecified",NA,"Other ethnic group: Other White, White unspecified","Other ethnic group: Other White, White unspecified","Other ethnic group: Other White, White unspecified","Other ethnic group: Other White, White unspecified",7869,287
ts022,ts0220274,Other ethnic group: Pakistani or British Pakistani,NA,Other ethnic group: Pakistani or British Pakistani,Other ethnic group: Pakistani or British Pakistani,Other ethnic group: Pakistani or British Pakistani,Other ethnic group: Pakistani or British Pakistani,NA,Other ethnic group: Pakistani or British Pakistani,Other ethnic group: Pakistani or British Pakistani,Other ethnic group: Pakistani or British Pakistani,Other ethnic group: Pakistani or British Pakistani,5229,287
ts022,ts0220275,Other ethnic group: Polish,NA,Other ethnic group: Polish,Other ethnic group: Polish,Other ethnic group: Polish,Other ethnic group: Polish,NA,Other ethnic group: Polish,Other ethnic group: Polish,Other ethnic group: Polish,Other ethnic group: Polish,9901,287
ts022,ts0220276,Other ethnic group: Polynesia/Micronesia/Melanesia,NA,Other ethnic group: Polynesia/Micronesia/Melanesia,Other ethnic group: Polynesia/Micronesia/Melanesia,Other ethnic group: Polynesia/Micronesia/Melanesia,Other ethnic group: Polynesia/Micronesia/Melanesia,NA,Polynesia/Micronesia/Melanesia,Polynesia/Micronesia/Melanesia,Polynesia/Micronesia/Melanesia,Polynesia/Micronesia/Melanesia,5186,287
ts022,ts0220277,Other ethnic group: Portuguese,NA,Other ethnic group: Portuguese,Other ethnic group: Portuguese,Other ethnic group: Portuguese,Other ethnic group: Portuguese,NA,Other ethnic group: Portuguese,Other ethnic group: Portuguese,Other ethnic group: Portuguese,Other ethnic group: Portuguese,4935,287
ts022,ts0220278,Other ethnic group: Punjabi,NA,Other ethnic group: Punjabi,Other ethnic group: Punjabi,Other ethnic group: Punjabi,Other ethnic group: Punjabi,NA,Other ethnic group: Punjabi,Other ethnic group: Punjabi,Other ethnic group: Punjabi,Other ethnic group: Punjabi,8319,287
ts022,ts0220279,Other ethnic group: Roma,NA,Other ethnic group: Roma,Other ethnic group: Roma,Other ethnic group: Roma,Other ethnic group: Roma,NA,Other ethnic group: Roma,Other ethnic group: Roma,Other ethnic group: Roma,Other ethnic group: Roma,1764,287
ts022,ts0220280,Other ethnic group: Romanian,NA,Other ethnic group: Romanian,Other ethnic group: Romanian,Other ethnic group: Romanian,Other ethnic group: Romanian,NA,Other ethnic group: Romanian,Other ethnic group: Romanian,Other ethnic group: Romanian,Other ethnic group: Romanian,22306,287
ts022,ts0220281,Other ethnic group: Sikh,NA,Other ethnic group: Sikh,Other ethnic group: Sikh,Other ethnic group: Sikh,Other ethnic group: Sikh,NA,Other ethnic group: Sikh,Other ethnic group: Sikh,Other ethnic group: Sikh,Other ethnic group: Sikh,76535,287
ts022,ts0220282,Other ethnic group: Slovakian,NA,Other ethnic group: Slovakian,Other ethnic group: Slovakian,Other ethnic group: Slovakian,Other ethnic group: Slovakian,NA,Other ethnic group: Slovakian,Other ethnic group: Slovakian,Other ethnic group: Slovakian,Other ethnic group: Slovakian,6011,287
ts022,ts0220283,Other ethnic group: Somali,NA,Other ethnic group: Somali,Other ethnic group: Somali,Other ethnic group: Somali,Other ethnic group: Somali,NA,Other ethnic group: Somali,Other ethnic group: Somali,Other ethnic group: Somali,Other ethnic group: Somali,11300,287
ts022,ts0220284,Other ethnic group: Somalilander,NA,Other ethnic group: Somalilander,Other ethnic group: Somalilander,Other ethnic group: Somalilander,Other ethnic group: Somalilander,NA,Other ethnic group: Somalilander,Other ethnic group: Somalilander,Other ethnic group: Somalilander,Other ethnic group: Somalilander,1840,287
ts022,ts0220285,Other ethnic group: South American,NA,Other ethnic group: South American,Other ethnic group: South American,Other ethnic group: South American,Other ethnic group: South American,NA,Other ethnic group: South American,Other ethnic group: South American,Other ethnic group: South American,Other ethnic group: South American,9727,287
ts022,ts0220286,Other ethnic group: Spanish,NA,Other ethnic group: Spanish,Other ethnic group: Spanish,Other ethnic group: Spanish,Other ethnic group: Spanish,NA,Other ethnic group: Spanish,Other ethnic group: Spanish,Other ethnic group: Spanish,Other ethnic group: Spanish,4037,287
ts022,ts0220287,Other ethnic group: Sri Lankan,NA,Other ethnic group: Sri Lankan,Other ethnic group: Sri Lankan,Other ethnic group: Sri Lankan,Other ethnic group: Sri Lankan,NA,Other ethnic group: Sri Lankan,Other ethnic group: Sri Lankan,Other ethnic group: Sri Lankan,Other ethnic group: Sri Lankan,8120,287
ts022,ts0220288,Other ethnic group: Tamil,NA,Other ethnic group: Tamil,Other ethnic group: Tamil,Other ethnic group: Tamil,Other ethnic group: Tamil,NA,Other ethnic group: Tamil,Other ethnic group: Tamil,Other ethnic group: Tamil,Other ethnic group: Tamil,23118,287
ts022,ts0220289,Other ethnic group: Thai,NA,Other ethnic group: Thai,Other ethnic group: Thai,Other ethnic group: Thai,Other ethnic group: Thai,NA,Other ethnic group: Thai,Other ethnic group: Thai,Other ethnic group: Thai,Other ethnic group: Thai,1711,287
ts022,ts0220290,Other ethnic group: Turkish,NA,Other ethnic group: Turkish,Other ethnic group: Turkish,Other ethnic group: Turkish,Other ethnic group: Turkish,NA,Other ethnic group: Turkish,Other ethnic group: Turkish,Other ethnic group: Turkish,Other ethnic group: Turkish,55968,287
ts022,ts0220291,Other ethnic group: Turkish Cypriot,NA,Other ethnic group: Turkish Cypriot,Other ethnic group: Turkish Cypriot,Other ethnic group: Turkish Cypriot,Other ethnic group: Turkish Cypriot,NA,Other ethnic group: Turkish Cypriot,Other ethnic group: Turkish Cypriot,Other ethnic group: Turkish Cypriot,Other ethnic group: Turkish Cypriot,20093,287
ts022,ts0220292,Other ethnic group: Vietnamese,NA,Other ethnic group: Vietnamese,Other ethnic group: Vietnamese,Other ethnic group: Vietnamese,Other ethnic group: Vietnamese,NA,Other ethnic group: Vietnamese,Other ethnic group: Vietnamese,Other ethnic group: Vietnamese,Other ethnic group: Vietnamese,3087,287
ts022,ts0220293,Other ethnic group: White African,NA,Other ethnic group: White African,Other ethnic group: White African,Other ethnic group: White African,Other ethnic group: White African,NA,Other ethnic group: White African,Other ethnic group: White African,Other ethnic group: White African,Other ethnic group: White African,2124,287
ts022,ts0220294,Other ethnic group: Any other ethnic group,NA,Other ethnic group: Any other ethnic group,Other ethnic group: Any other ethnic group,Other ethnic group: Any other ethnic group,Other ethnic group: Any other ethnic group,NA,Other ethnic group: Any other ethnic group,Other ethnic group: Any other ethnic group,Other ethnic group: Any other ethnic group,Other ethnic group: Any other ethnic group,81008,287
ts023,ts0230001,Total: All households,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24783197,5
ts023,ts0230002,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,7481788,5
ts023,ts0230003,All household members have the same ethnic group,All household members have the same ethnic group,All household members have the same ethnic group,All household members have the same ethnic group,All household members have the same ethnic group,All household members have the same ethnic group,All household members have the same ethnic group,All household members have the same ethnic group,All household members have the same ethnic group,All household members have the same ethnic group,All household members have the same ethnic group,14791805,5
ts023,ts0230004,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ between generations but not within partnerships,435883,5
ts023,ts0230005,Ethnic groups differ within partnerships,Ethnic groups differ within partnerships,Ethnic groups differ within partnerships,Ethnic groups differ within partnerships,Ethnic groups differ within partnerships,Ethnic groups differ within partnerships,Ethnic groups differ within partnerships,Ethnic groups differ within partnerships,Ethnic groups differ within partnerships,Ethnic groups differ within partnerships,Ethnic groups differ within partnerships,1424981,5
ts023,ts0230006,Any other combination of multiple ethnic identities,Any other combination of multiple ethnic identities,Any other combination of multiple ethnic identities,Any other combination of multiple ethnic identities,Any other combination of multiple ethnic identities,Any other combination of multiple ethnic identities,Any other combination of multiple ethnic identities,Any other combination of multiple ethnic identities,Any other combination of multiple ethnic identities,Any other combination of multiple ethnic identities,Any other combination of multiple ethnic identities,648740,5
ts024,ts0240001,Total: All usual residents aged 3 years and over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57704270,94
ts024,ts0240002,English (English or Welsh in Wales),English (English or Welsh in Wales),English (English or Welsh in Wales),English (English or Welsh in Wales),English (English or Welsh in Wales),English (English or Welsh in Wales),English (English or Welsh in Wales),English (English or Welsh in Wales),English (English or Welsh in Wales),English (English or Welsh in Wales),English (English or Welsh in Wales),52569816,94
ts024,ts0240003,Welsh or Cymraeg (in England only),Welsh or Cymraeg (in England only),Welsh or Cymraeg (in England only),Welsh or Cymraeg (in England only),Welsh or Cymraeg (in England only),Welsh or Cymraeg (in England only),Welsh or Cymraeg (in England only),Welsh or Cymraeg (in England only),Welsh or Cymraeg (in England only),Welsh or Cymraeg (in England only),Welsh or Cymraeg (in England only),7349,94
ts024,ts0240004,Other UK language,Other UK language,NA,NA,NA,NA,Other UK language,NA,NA,NA,NA,4239,94
ts024,ts0240005,Other UK language: Gaelic (Irish),NA,Other UK language: Gaelic (Irish),Other UK language: Gaelic (Irish),Other UK language: Gaelic (Irish),Other UK language: Gaelic (Irish),NA,Gaelic (Irish),Gaelic (Irish),Gaelic (Irish),Gaelic (Irish),736,94
ts024,ts0240006,Other UK language: Gaelic (Scottish),NA,Other UK language: Gaelic (Scottish),Other UK language: Gaelic (Scottish),Other UK language: Gaelic (Scottish),Other UK language: Gaelic (Scottish),NA,Gaelic (Scottish),Gaelic (Scottish),Gaelic (Scottish),Gaelic (Scottish),169,94
ts024,ts0240007,Other UK language: Manx Gaelic,NA,Other UK language: Manx Gaelic,Other UK language: Manx Gaelic,Other UK language: Manx Gaelic,Other UK language: Manx Gaelic,NA,Manx Gaelic,Manx Gaelic,Manx Gaelic,Manx Gaelic,8,94
ts024,ts0240008,Other UK language: Gaelic (Not otherwise specified),NA,Other UK language: Gaelic (Not otherwise specified),Other UK language: Gaelic (Not otherwise specified),Other UK language: Gaelic (Not otherwise specified),Other UK language: Gaelic (Not otherwise specified),NA,Gaelic (Not otherwise specified),Gaelic (Not otherwise specified),Gaelic (Not otherwise specified),Gaelic (Not otherwise specified),263,94
ts024,ts0240009,Other UK language: Cornish,NA,Other UK language: Cornish,Other UK language: Cornish,Other UK language: Cornish,Other UK language: Cornish,NA,Cornish,Cornish,Cornish,Cornish,567,94
ts024,ts0240010,Other UK language: Scots,NA,Other UK language: Scots,Other UK language: Scots,Other UK language: Scots,Other UK language: Scots,NA,Scots,Scots,Scots,Scots,538,94
ts024,ts0240011,Other UK language: Ulster Scots,NA,Other UK language: Ulster Scots,Other UK language: Ulster Scots,Other UK language: Ulster Scots,Other UK language: Ulster Scots,NA,Ulster Scots,Ulster Scots,Ulster Scots,Ulster Scots,16,94
ts024,ts0240012,Other UK language: Romany English,NA,Other UK language: Romany English,Other UK language: Romany English,Other UK language: Romany English,Other UK language: Romany English,NA,Romany English,Romany English,Romany English,Romany English,1906,94
ts024,ts0240013,Other UK language: Irish Traveller Cant,NA,Other UK language: Irish Traveller Cant,Other UK language: Irish Traveller Cant,Other UK language: Irish Traveller Cant,Other UK language: Irish Traveller Cant,NA,Irish Traveller Cant,Irish Traveller Cant,Irish Traveller Cant,Irish Traveller Cant,36,94
ts024,ts0240014,French,French,French,French,French,French,French,French,French,French,French,120259,94
ts024,ts0240015,Portuguese,Portuguese,Portuguese,Portuguese,Portuguese,Portuguese,Portuguese,Portuguese,Portuguese,Portuguese,Portuguese,224719,94
ts024,ts0240016,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish,Spanish,215062,94
ts024,ts0240017,Other European language (EU),Other European language (EU),NA,NA,NA,NA,Other European language (EU),NA,NA,NA,NA,1858314,94
ts024,ts0240018,Other European language (EU): Italian,NA,Other European language (EU): Italian,Other European language (EU): Italian,Other European language (EU): Italian,Other European language (EU): Italian,NA,Italian,Italian,Italian,Italian,160010,94
ts024,ts0240019,Other European language (EU): German,NA,Other European language (EU): German,Other European language (EU): German,Other European language (EU): German,Other European language (EU): German,NA,German,German,German,German,46421,94
ts024,ts0240020,Other European language (EU): Polish,NA,Other European language (EU): Polish,Other European language (EU): Polish,Other European language (EU): Polish,Other European language (EU): Polish,NA,Polish,Polish,Polish,Polish,611845,94
ts024,ts0240021,Other European language (EU): Slovak,NA,Other European language (EU): Slovak,Other European language (EU): Slovak,Other European language (EU): Slovak,Other European language (EU): Slovak,NA,Slovak,Slovak,Slovak,Slovak,49924,94
ts024,ts0240022,Other European language (EU): Czech,NA,Other European language (EU): Czech,Other European language (EU): Czech,Other European language (EU): Czech,Other European language (EU): Czech,NA,Czech,Czech,Czech,Czech,30028,94
ts024,ts0240023,Other European language (EU): Romanian,NA,Other European language (EU): Romanian,Other European language (EU): Romanian,Other European language (EU): Romanian,Other European language (EU): Romanian,NA,Romanian,Romanian,Romanian,Romanian,471954,94
ts024,ts0240024,Other European language (EU): Lithuanian,NA,Other European language (EU): Lithuanian,Other European language (EU): Lithuanian,Other European language (EU): Lithuanian,Other European language (EU): Lithuanian,NA,Lithuanian,Lithuanian,Lithuanian,Lithuanian,119656,94
ts024,ts0240025,Other European language (EU): Latvian,NA,Other European language (EU): Latvian,Other European language (EU): Latvian,Other European language (EU): Latvian,Other European language (EU): Latvian,NA,Latvian,Latvian,Latvian,Latvian,38359,94
ts024,ts0240026,Other European language (EU): Hungarian,NA,Other European language (EU): Hungarian,Other European language (EU): Hungarian,Other European language (EU): Hungarian,Other European language (EU): Hungarian,NA,Hungarian,Hungarian,Hungarian,Hungarian,87356,94
ts024,ts0240027,Other European language (EU): Bulgarian,NA,Other European language (EU): Bulgarian,Other European language (EU): Bulgarian,Other European language (EU): Bulgarian,Other European language (EU): Bulgarian,NA,Bulgarian,Bulgarian,Bulgarian,Bulgarian,111431,94
ts024,ts0240028,Other European language (EU): Greek,NA,Other European language (EU): Greek,Other European language (EU): Greek,Other European language (EU): Greek,Other European language (EU): Greek,NA,Greek,Greek,Greek,Greek,76675,94
ts024,ts0240029,Other European language (EU): Dutch,NA,Other European language (EU): Dutch,Other European language (EU): Dutch,Other European language (EU): Dutch,Other European language (EU): Dutch,NA,Dutch,Dutch,Dutch,Dutch,19064,94
ts024,ts0240030,Other European language (EU): Swedish,NA,Other European language (EU): Swedish,Other European language (EU): Swedish,Other European language (EU): Swedish,Other European language (EU): Swedish,NA,Swedish,Swedish,Swedish,Swedish,12503,94
ts024,ts0240031,Other European language (EU): Danish,NA,Other European language (EU): Danish,Other European language (EU): Danish,Other European language (EU): Danish,Other European language (EU): Danish,NA,Danish,Danish,Danish,Danish,6020,94
ts024,ts0240032,Other European language (EU): Finnish,NA,Other European language (EU): Finnish,Other European language (EU): Finnish,Other European language (EU): Finnish,Other European language (EU): Finnish,NA,Finnish,Finnish,Finnish,Finnish,4741,94
ts024,ts0240033,Other European language (EU): Estonian,NA,Other European language (EU): Estonian,Other European language (EU): Estonian,Other European language (EU): Estonian,Other European language (EU): Estonian,NA,Estonian,Estonian,Estonian,Estonian,2640,94
ts024,ts0240034,Other European language (EU): Slovenian,NA,Other European language (EU): Slovenian,Other European language (EU): Slovenian,Other European language (EU): Slovenian,Other European language (EU): Slovenian,NA,Slovenian,Slovenian,Slovenian,Slovenian,2360,94
ts024,ts0240035,Other European language (EU): Maltese,NA,Other European language (EU): Maltese,Other European language (EU): Maltese,Other European language (EU): Maltese,Other European language (EU): Maltese,NA,Maltese,Maltese,Maltese,Maltese,1490,94
ts024,ts0240036,Other European language (EU): Any other European language (EU),NA,Other European language (EU): Any other European language (EU),Other European language (EU): Any other European language (EU),Other European language (EU): Any other European language (EU),Other European language (EU): Any other European language (EU),NA,Any other European language (EU),Any other European language (EU),Any other European language (EU),Any other European language (EU),5837,94
ts024,ts0240037,Other European language (non EU),Other European language (non EU),NA,NA,NA,NA,Other European language (non EU),NA,NA,NA,NA,74653,94
ts024,ts0240038,Other European language (non EU): Albanian,NA,Other European language (non EU): Albanian,Other European language (non EU): Albanian,Other European language (non EU): Albanian,Other European language (non EU): Albanian,NA,Albanian,Albanian,Albanian,Albanian,52328,94
ts024,ts0240039,Other European language (non EU): Ukrainian,NA,Other European language (non EU): Ukrainian,Other European language (non EU): Ukrainian,Other European language (non EU): Ukrainian,Other European language (non EU): Ukrainian,NA,Ukrainian,Ukrainian,Ukrainian,Ukrainian,14088,94
ts024,ts0240040,Other European language (non EU): Any other Eastern European language (non EU),NA,Other European language (non EU): Any other Eastern European language (non EU),Other European language (non EU): Any other Eastern European language (non EU),Other European language (non EU): Any other Eastern European language (non EU),Other European language (non EU): Any other Eastern European language (non EU),NA,Any other Eastern European language (non EU),Any other Eastern European language (non EU),Any other Eastern European language (non EU),Any other Eastern European language (non EU),357,94
ts024,ts0240041,Other European language (non EU): Northern European language (non EU),NA,Other European language (non EU): Northern European language (non EU),Other European language (non EU): Northern European language (non EU),Other European language (non EU): Northern European language (non EU),Other European language (non EU): Northern European language (non EU),NA,Northern European language (non EU),Northern European language (non EU),Northern European language (non EU),Northern European language (non EU),7880,94
ts024,ts0240042,Other European language (EU and non-EU),Other European language (EU and non-EU),NA,NA,NA,NA,Other European language (EU and non-EU),NA,NA,NA,NA,18006,94
ts024,ts0240043,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",NA,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin","Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin","Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin","Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",NA,"Bosnian, Croatian, Serbian, and Montenegrin","Bosnian, Croatian, Serbian, and Montenegrin","Bosnian, Croatian, Serbian, and Montenegrin","Bosnian, Croatian, Serbian, and Montenegrin",18006,94
ts024,ts0240044,Other European language (non-national),Other European language (non-national),NA,NA,NA,NA,Other European language (non-national),NA,NA,NA,NA,5516,94
ts024,ts0240045,Other European language (non-national): Any Romani language,NA,Other European language (non-national): Any Romani language,Other European language (non-national): Any Romani language,Other European language (non-national): Any Romani language,Other European language (non-national): Any Romani language,NA,Any Romani language,Any Romani language,Any Romani language,Any Romani language,160,94
ts024,ts0240046,Other European language (non-national): Yiddish,NA,Other European language (non-national): Yiddish,Other European language (non-national): Yiddish,Other European language (non-national): Yiddish,Other European language (non-national): Yiddish,NA,Yiddish,Yiddish,Yiddish,Yiddish,5356,94
ts024,ts0240047,Russian,Russian,Russian,Russian,Russian,Russian,Russian,Russian,Russian,Russian,Russian,91255,94
ts024,ts0240048,Turkish,Turkish,Turkish,Turkish,Turkish,Turkish,Turkish,Turkish,Turkish,Turkish,Turkish,112978,94
ts024,ts0240049,Arabic,Arabic,Arabic,Arabic,Arabic,Arabic,Arabic,Arabic,Arabic,Arabic,Arabic,203998,94
ts024,ts0240050,West or Central Asian language,West or Central Asian language,NA,NA,NA,NA,West or Central Asian language,NA,NA,NA,NA,219402,94
ts024,ts0240051,West or Central Asian language: Hebrew,NA,West or Central Asian language: Hebrew,West or Central Asian language: Hebrew,West or Central Asian language: Hebrew,West or Central Asian language: Hebrew,NA,Hebrew,Hebrew,Hebrew,Hebrew,6672,94
ts024,ts0240052,West or Central Asian language: Kurdish,NA,West or Central Asian language: Kurdish,West or Central Asian language: Kurdish,West or Central Asian language: Kurdish,West or Central Asian language: Kurdish,NA,Kurdish,Kurdish,Kurdish,Kurdish,66443,94
ts024,ts0240053,West or Central Asian language: Persian or Farsi,NA,West or Central Asian language: Persian or Farsi,West or Central Asian language: Persian or Farsi,West or Central Asian language: Persian or Farsi,West or Central Asian language: Persian or Farsi,NA,Persian or Farsi,Persian or Farsi,Persian or Farsi,Persian or Farsi,87713,94
ts024,ts0240054,West or Central Asian language: Pashto,NA,West or Central Asian language: Pashto,West or Central Asian language: Pashto,West or Central Asian language: Pashto,West or Central Asian language: Pashto,NA,Pashto,Pashto,Pashto,Pashto,48705,94
ts024,ts0240055,West or Central Asian language: Any other West or Central Asian language,NA,West or Central Asian language: Any other West or Central Asian language,West or Central Asian language: Any other West or Central Asian language,West or Central Asian language: Any other West or Central Asian language,West or Central Asian language: Any other West or Central Asian language,NA,Any other West or Central Asian language,Any other West or Central Asian language,Any other West or Central Asian language,Any other West or Central Asian language,9869,94
ts024,ts0240056,South Asian language,South Asian language,NA,NA,NA,NA,South Asian language,NA,NA,NA,NA,1374141,94
ts024,ts0240057,South Asian language: Urdu,NA,South Asian language: Urdu,South Asian language: Urdu,South Asian language: Urdu,South Asian language: Urdu,NA,Urdu,Urdu,Urdu,Urdu,269849,94
ts024,ts0240058,South Asian language: Hindi,NA,South Asian language: Hindi,South Asian language: Hindi,South Asian language: Hindi,South Asian language: Hindi,NA,Hindi,Hindi,Hindi,Hindi,51260,94
ts024,ts0240059,South Asian language: Panjabi,NA,South Asian language: Panjabi,South Asian language: Panjabi,South Asian language: Panjabi,South Asian language: Panjabi,NA,Panjabi,Panjabi,Panjabi,Panjabi,290745,94
ts024,ts0240060,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),NA,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),South Asian language: Pakistani Pahari (with Mirpuri and Potwari),South Asian language: Pakistani Pahari (with Mirpuri and Potwari),South Asian language: Pakistani Pahari (with Mirpuri and Potwari),NA,Pakistani Pahari (with Mirpuri and Potwari),Pakistani Pahari (with Mirpuri and Potwari),Pakistani Pahari (with Mirpuri and Potwari),Pakistani Pahari (with Mirpuri and Potwari),22798,94
ts024,ts0240061,South Asian language: Bengali (with Sylheti and Chatgaya),NA,South Asian language: Bengali (with Sylheti and Chatgaya),South Asian language: Bengali (with Sylheti and Chatgaya),South Asian language: Bengali (with Sylheti and Chatgaya),South Asian language: Bengali (with Sylheti and Chatgaya),NA,Bengali (with Sylheti and Chatgaya),Bengali (with Sylheti and Chatgaya),Bengali (with Sylheti and Chatgaya),Bengali (with Sylheti and Chatgaya),199495,94
ts024,ts0240062,South Asian language: Gujarati,NA,South Asian language: Gujarati,South Asian language: Gujarati,South Asian language: Gujarati,South Asian language: Gujarati,NA,Gujarati,Gujarati,Gujarati,Gujarati,188956,94
ts024,ts0240063,South Asian language: Marathi,NA,South Asian language: Marathi,South Asian language: Marathi,South Asian language: Marathi,South Asian language: Marathi,NA,Marathi,Marathi,Marathi,Marathi,11022,94
ts024,ts0240064,South Asian language: Telugu,NA,South Asian language: Telugu,South Asian language: Telugu,South Asian language: Telugu,South Asian language: Telugu,NA,Telugu,Telugu,Telugu,Telugu,31249,94
ts024,ts0240065,South Asian language: Tamil,NA,South Asian language: Tamil,South Asian language: Tamil,South Asian language: Tamil,South Asian language: Tamil,NA,Tamil,Tamil,Tamil,Tamil,125363,94
ts024,ts0240066,South Asian language: Malayalam,NA,South Asian language: Malayalam,South Asian language: Malayalam,South Asian language: Malayalam,South Asian language: Malayalam,NA,Malayalam,Malayalam,Malayalam,Malayalam,65008,94
ts024,ts0240067,South Asian language: Sinhala,NA,South Asian language: Sinhala,South Asian language: Sinhala,South Asian language: Sinhala,South Asian language: Sinhala,NA,Sinhala,Sinhala,Sinhala,Sinhala,13013,94
ts024,ts0240068,South Asian language: Nepalese,NA,South Asian language: Nepalese,South Asian language: Nepalese,South Asian language: Nepalese,South Asian language: Nepalese,NA,Nepalese,Nepalese,Nepalese,Nepalese,74368,94
ts024,ts0240069,South Asian language: Any other South Asian language,NA,South Asian language: Any other South Asian language,South Asian language: Any other South Asian language,South Asian language: Any other South Asian language,South Asian language: Any other South Asian language,NA,Any other South Asian language,Any other South Asian language,Any other South Asian language,Any other South Asian language,31015,94
ts024,ts0240070,East Asian language,East Asian language,NA,NA,NA,NA,East Asian language,NA,NA,NA,NA,361709,94
ts024,ts0240071,East Asian language: Mandarin Chinese,NA,East Asian language: Mandarin Chinese,East Asian language: Mandarin Chinese,East Asian language: Mandarin Chinese,East Asian language: Mandarin Chinese,NA,Mandarin Chinese,Mandarin Chinese,Mandarin Chinese,Mandarin Chinese,30820,94
ts024,ts0240072,East Asian language: Cantonese Chinese,NA,East Asian language: Cantonese Chinese,East Asian language: Cantonese Chinese,East Asian language: Cantonese Chinese,East Asian language: Cantonese Chinese,NA,Cantonese Chinese,Cantonese Chinese,Cantonese Chinese,Cantonese Chinese,55555,94
ts024,ts0240073,East Asian language: All other Chinese,NA,East Asian language: All other Chinese,East Asian language: All other Chinese,East Asian language: All other Chinese,East Asian language: All other Chinese,NA,All other Chinese,All other Chinese,All other Chinese,All other Chinese,118271,94
ts024,ts0240074,East Asian language: Japanese,NA,East Asian language: Japanese,East Asian language: Japanese,East Asian language: Japanese,East Asian language: Japanese,NA,Japanese,Japanese,Japanese,Japanese,22548,94
ts024,ts0240075,East Asian language: Korean,NA,East Asian language: Korean,East Asian language: Korean,East Asian language: Korean,East Asian language: Korean,NA,Korean,Korean,Korean,Korean,12117,94
ts024,ts0240076,East Asian language: Vietnamese,NA,East Asian language: Vietnamese,East Asian language: Vietnamese,East Asian language: Vietnamese,East Asian language: Vietnamese,NA,Vietnamese,Vietnamese,Vietnamese,Vietnamese,18518,94
ts024,ts0240077,East Asian language: Thai,NA,East Asian language: Thai,East Asian language: Thai,East Asian language: Thai,East Asian language: Thai,NA,Thai,Thai,Thai,Thai,22966,94
ts024,ts0240078,East Asian language: Malay,NA,East Asian language: Malay,East Asian language: Malay,East Asian language: Malay,East Asian language: Malay,NA,Malay,Malay,Malay,Malay,8014,94
ts024,ts0240079,East Asian language: Tagalog or Filipino,NA,East Asian language: Tagalog or Filipino,East Asian language: Tagalog or Filipino,East Asian language: Tagalog or Filipino,East Asian language: Tagalog or Filipino,NA,Tagalog or Filipino,Tagalog or Filipino,Tagalog or Filipino,Tagalog or Filipino,60899,94
ts024,ts0240080,East Asian language: Any other East Asian language,NA,East Asian language: Any other East Asian language,East Asian language: Any other East Asian language,East Asian language: Any other East Asian language,East Asian language: Any other East Asian language,NA,Any other East Asian language,Any other East Asian language,Any other East Asian language,Any other East Asian language,12001,94
ts024,ts0240081,Oceanic or Australian language,Oceanic or Australian language,Oceanic or Australian language,Oceanic or Australian language,Oceanic or Australian language,Oceanic or Australian language,Oceanic or Australian language,Oceanic or Australian language,Oceanic or Australian language,Oceanic or Australian language,Oceanic or Australian language,1722,94
ts024,ts0240082,North or South American language,North or South American language,North or South American language,North or South American language,North or South American language,North or South American language,North or South American language,North or South American language,North or South American language,North or South American language,North or South American language,68,94
ts024,ts0240083,Caribbean Creole,Caribbean Creole,NA,NA,NA,NA,Caribbean Creole,NA,NA,NA,NA,1778,94
