Table_ID,Cell_ID,Cell_Label,Cell_Label_Tier1,Cell_Label_Tier2,Cell_Label_Tier3,Cell_Label_Tier4,Cell_Label_Tier5,Cell_Label_Short_Tier1,Cell_Label_Short_Tier2,Cell_Label_Short_Tier3,Cell_Label_Short_Tier4,Cell_Label_Short_Tier5,EW_Count,n_Interior_Cells
ts024,ts0240084,Caribbean Creole: English-based Caribbean Creole,NA,Caribbean Creole: English-based Caribbean Creole,Caribbean Creole: English-based Caribbean Creole,Caribbean Creole: English-based Caribbean Creole,Caribbean Creole: English-based Caribbean Creole,NA,English-based Caribbean Creole,English-based Caribbean Creole,English-based Caribbean Creole,English-based Caribbean Creole,145,94
ts024,ts0240085,Caribbean Creole: Any other Caribbean Creole,NA,Caribbean Creole: Any other Caribbean Creole,Caribbean Creole: Any other Caribbean Creole,Caribbean Creole: Any other Caribbean Creole,Caribbean Creole: Any other Caribbean Creole,NA,Any other Caribbean Creole,Any other Caribbean Creole,Any other Caribbean Creole,Any other Caribbean Creole,1633,94
ts024,ts0240086,African language,African language,NA,NA,NA,NA,African language,NA,NA,NA,NA,205002,94
ts024,ts0240087,African language: Amharic,NA,African language: Amharic,African language: Amharic,African language: Amharic,African language: Amharic,NA,Amharic,Amharic,Amharic,Amharic,10834,94
ts024,ts0240088,African language: Tigrinya,NA,African language: Tigrinya,African language: Tigrinya,African language: Tigrinya,African language: Tigrinya,NA,Tigrinya,Tigrinya,Tigrinya,Tigrinya,22825,94
ts024,ts0240089,African language: Somali,NA,African language: Somali,African language: Somali,African language: Somali,African language: Somali,NA,Somali,Somali,Somali,Somali,62240,94
ts024,ts0240090,African language: Krio,NA,African language: Krio,African language: Krio,African language: Krio,African language: Krio,NA,Krio,Krio,Krio,Krio,921,94
ts024,ts0240091,African language: Akan,NA,African language: Akan,African language: Akan,African language: Akan,African language: Akan,NA,Akan,Akan,Akan,Akan,19757,94
ts024,ts0240092,African language: Yoruba,NA,African language: Yoruba,African language: Yoruba,African language: Yoruba,African language: Yoruba,NA,Yoruba,Yoruba,Yoruba,Yoruba,9942,94
ts024,ts0240093,African language: Igbo,NA,African language: Igbo,African language: Igbo,African language: Igbo,African language: Igbo,NA,Igbo,Igbo,Igbo,Igbo,11074,94
ts024,ts0240094,African language: Swahili or Kiswahili,NA,African language: Swahili or Kiswahili,African language: Swahili or Kiswahili,African language: Swahili or Kiswahili,African language: Swahili or Kiswahili,NA,Swahili or Kiswahili,Swahili or Kiswahili,Swahili or Kiswahili,Swahili or Kiswahili,10154,94
ts024,ts0240095,African language: Luganda,NA,African language: Luganda,African language: Luganda,African language: Luganda,African language: Luganda,NA,Luganda,Luganda,Luganda,Luganda,2148,94
ts024,ts0240096,African language: Lingala,NA,African language: Lingala,African language: Lingala,African language: Lingala,African language: Lingala,NA,Lingala,Lingala,Lingala,Lingala,5492,94
ts024,ts0240097,African language: Shona,NA,African language: Shona,African language: Shona,African language: Shona,African language: Shona,NA,Shona,Shona,Shona,Shona,10773,94
ts024,ts0240098,African language: Afrikaans,NA,African language: Afrikaans,African language: Afrikaans,African language: Afrikaans,African language: Afrikaans,NA,Afrikaans,Afrikaans,Afrikaans,Afrikaans,7489,94
ts024,ts0240099,African language: Any other Nigerian language,NA,African language: Any other Nigerian language,African language: Any other Nigerian language,African language: Any other Nigerian language,African language: Any other Nigerian language,NA,Any other Nigerian language,Any other Nigerian language,Any other Nigerian language,Any other Nigerian language,4435,94
ts024,ts0240100,African language: Any other West African language,NA,African language: Any other West African language,African language: Any other West African language,African language: Any other West African language,African language: Any other West African language,NA,Any other West African language,Any other West African language,Any other West African language,Any other West African language,12161,94
ts024,ts0240101,African language: Any other African language,NA,African language: Any other African language,African language: Any other African language,African language: Any other African language,African language: Any other African language,NA,Any other African language,Any other African language,Any other African language,Any other African language,14757,94
ts024,ts0240102,Sign language,Sign language,NA,NA,NA,NA,Sign language,NA,NA,NA,NA,26738,94
ts024,ts0240103,Sign language: British Sign Language,NA,Sign language: British Sign Language,Sign language: British Sign Language,Sign language: British Sign Language,Sign language: British Sign Language,NA,British Sign Language,British Sign Language,British Sign Language,British Sign Language,21635,94
ts024,ts0240104,Sign language: Any other sign language,NA,Sign language: Any other sign language,Sign language: Any other sign language,Sign language: Any other sign language,Sign language: Any other sign language,NA,Any other sign language,Any other sign language,Any other sign language,Any other sign language,1532,94
ts024,ts0240105,Sign language: Any sign communication system,NA,Sign language: Any sign communication system,Sign language: Any sign communication system,Sign language: Any sign communication system,Sign language: Any sign communication system,NA,Any sign communication system,Any sign communication system,Any sign communication system,Any sign communication system,3571,94
ts024,ts0240106,Other language,Other language,Other language,Other language,Other language,Other language,Other language,Other language,Other language,Other language,Other language,7546,94
ts025,ts0250001,Total: All households,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24783199,4
ts025,ts0250002,"All adults in household have English in England, or English or Welsh in Wales as a main language","All adults in household have English in England, or English or Welsh in Wales as a main language","All adults in household have English in England, or English or Welsh in Wales as a main language","All adults in household have English in England, or English or Welsh in Wales as a main language","All adults in household have English in England, or English or Welsh in Wales as a main language","All adults in household have English in England, or English or Welsh in Wales as a main language","All adults in household have English in England, or English or Welsh in Wales as a main language","All adults in household have English in England, or English or Welsh in Wales as a main language","All adults in household have English in England, or English or Welsh in Wales as a main language","All adults in household have English in England, or English or Welsh in Wales as a main language","All adults in household have English in England, or English or Welsh in Wales as a main language",22215902,4
ts025,ts0250003,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",1036736,4
ts025,ts0250004,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",330002,4
ts025,ts0250005,"No people in household have English in England, or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language",1200559,4
ts026,ts0260001,Total: All households,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24783199,5
ts026,ts0260002,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,7481788,5
ts026,ts0260003,All household members have the same main language,All household members have the same main language,All household members have the same main language,All household members have the same main language,All household members have the same main language,All household members have the same main language,All household members have the same main language,All household members have the same main language,All household members have the same main language,All household members have the same main language,All household members have the same main language,15821402,5
ts026,ts0260004,"Main language differs between generations, but not within partnerships","Main language differs between generations, but not within partnerships","Main language differs between generations, but not within partnerships","Main language differs between generations, but not within partnerships","Main language differs between generations, but not within partnerships","Main language differs between generations, but not within partnerships","Main language differs between generations, but not within partnerships","Main language differs between generations, but not within partnerships","Main language differs between generations, but not within partnerships","Main language differs between generations, but not within partnerships","Main language differs between generations, but not within partnerships",480381,5
ts026,ts0260005,Main language differs within partnerships,Main language differs within partnerships,Main language differs within partnerships,Main language differs within partnerships,Main language differs within partnerships,Main language differs within partnerships,Main language differs within partnerships,Main language differs within partnerships,Main language differs within partnerships,Main language differs within partnerships,Main language differs within partnerships,534271,5
